Empresa,Relato_Lematizao_SW
Banco Bradesco,"['prezar', 'bom', '.', 'entrar', 'contato', 'sac', 'agência', 'conseguir', 'retorno', 'positivo', '.', 'ocorrer', 'constar', 'registrato', 'conta', 'bradesco', 'conhecimento', 'abri', 'conta', 'contudo', 'utilizar', 'referir', 'conta', 'ano', '.', 'assim', 'entrar', 'contato', 'sac', 'agência', 'negar', 'encerramento', 'referir', 'informar', 'necessário', 'apresentar', 'dado', 'conta', 'bancário', '.', 'contudo', 'provar', 'próprio', 'relatório', 'Banco', 'central', 'constar', 'ativo', 'referir', 'conta', 'bancário', 'assim', 'resposta', 'negativo', '.']"
Caixa Econômica Federal,"['fatura', 'outubro', 'dever', 'pagar', 'fechar', 'ontem', 'porém', 'acessar', 'app', 'caixa', 'app', 'cartoe', 'caixa', 'aparecer', 'valor', 'total', 'fatura', 'outubro', 'todo', 'lançamento', 'fatura', 'novembro', 'pagar', '.', 'caso', 'acumular', 'valor', '.', 'nenhum', 'momento', 'solicitei', 'autorizar', 'antecipação', 'parcela', 'exemplo', '.', 'solicitar', 'correção', 'fatura', 'mês', 'poder', 'fazer', 'pagamento', '.', 'recebi', 'sms', 'caixa', 'informar', 'valor', 'total', 'fatura', 'vencimento', 'valor', 'r', 'porém', 'app', 'caixa', 'aparecer', 'valor', 'acumular', 'r', '.', 'recebir', 'via', 'email', 'boleto', 'pagamento', 'fatura', '.', 'segundo', 'vez', 'ano', 'acontecer', '.', 'aguardo', 'solução', 'problema', '.']"
Banco do Brasil,"['recebir', 'oferta', 'upgrade', 'cartão', 'credito', 'isenção', 'anuidade', 'possuor', 'ano', '.', 'verificar', 'fatura', 'cobrança', 'indevido', 'anuidade', 'informar', 'nada', 'poder', 'fazer', '.', 'solicitar', 'cancelamento', 'cartão', 'seguirar', 'cancelamento', 'relacionamento', 'banco', 'cliente', 'ano', '.']"
Banco Bradesco,"['infelizmente', 'devido', 'dificuldade', 'financeiro', 'gerar', 'debito', 'referente', 'credito', 'conta', '.', 'agora', 'preter', 'quitar', 'debito', 'juro', 'estao', 'alto', 'impossibilitar', 'quitação', '.']"
Nubank,"['desejo', 'divida', 'resolver']"
Banco do Brasil,"['constar', 'valore', 'Banco', 'central', 'prejuizo', 'ano', 'onde', 'paguei', 'acordo', 'fazer', 'gostar', 'desconsiderar', 'valor', 'prejuizo', 'banco', 'central', 'conforme', 'relatório', 'anexo', '.']"
Nubank,"['preciso', 'descritivo', 'evolução', 'dívida', '.']"
Nubank,"['solicito', 'gentilmente', 'demonstrativo', 'evolução', 'dívida', 'cartão', 'crédito', 'somar', 'momento', 'r', 'cento', 'trintar', 'quatro', 'mil', 'novecento', 'quarenta', 'seis', 'real', 'vinte', 'centavo', '.']"
Caixa Econômica Federal,"['tentar', 'pagar', 'dívida', 'banco', 'referente', 'cartão', 'crédito', 'receber', 'retorno', 'dizer', 'mandar', 'proposta', 'email', 'enviar', '.', 'conseguir', 'obter', 'atendimento', 'adequado', 'resolver', 'problema', 'poder', 'quitar', 'dívida', '.']"
Mercado Pago,"['bom', 'tarde', 'solicitei', 'valor', 'mercado', 'pagar', 'realizar', 'pagamento', '.', 'conta', 'suspender', 'motivo', 'suspensão', 'nunca', 'cometi', 'tentar', 'contato', 'fim', 'resolver', 'precisar', 'reclamação', 'consumidor.gov', 'devido', 'demora', 'resolver', 'ainda', 'tratar', 'algo', 'cometi', 'somente', 'conta', 'ativo', '.', 'fiquei', 'vender', 'conforme', 'informar', 'reclamação', 'anterior', 'mercado', 'livre', 'fonte', 'renda', '.', 'todo', 'valor', 'quitar', 'dívida', 'ver', 'fiquei', 'parada', 'voltar', 'lembrar', 'erro', '.', 'reclamação', 'anterior', 'solicitei', 'ajudar', 'quanto', 'valor', 'preciso', 'pagar', 'juro', 'correr', '.', 'cheguei', 'protocolo', 'respondir', 'solicitar', 'ajuda', 'resposta', 'conta', 'ativo', 'precisar', 'pagar', '.', 'modo', 'algum', 'negar', 'fazer', 'pagamento', 'preciso', 'negociar', 'juro', '.', 'mercado', 'poder', 'deixar', 'conta', 'suspender', 'algo', 'cometi', 'auxiliar', 'quanto', 'juro', 'cobrar', 'ai', '.', 'último', 'resposta', 'reclamação', 'anterior', 'questionei', 'ajuda', 'sequer', 'falar', 'assunto', '.', 'então', 'tentar', 'falar', 'ouvidoria', 'mercado', 'pagar', 'inicio', 'gravação', 'dizer', 'canal', 'reclamação', 'último', 'caso', '.', 'ligação', 'ficar', 'min', 'espera', 'ninguém', 'atender', 'tentar', 'várias', 'vez', 'sempre', 'coisa', 'espera', 'desligam', '.', 'forma', 'preciso', 'recorrer', 'vez', 'canal', 'ver', 'alguém', 'poder', 'ajudar', '.', 'chat', 'mercado', 'pagar', 'sempre', 'vir', 'mensagem', 'ninguém', 'disponível', 'momento', 'conforme', 'anexo', '.', 'abaixo', 'seguir', 'último', 'retorno', 'reclamação', 'anterior', '.', 'mercado', 'livre', 'camilo', 'cristiane', 'beseke', 'reclamação', 'respondir', 'empresa', '.', 'partir', 'agora', 'acessar', 'site', 'indicar', 'empresa', 'resolver', 'problema', 'avaliar', 'atendimento', 'receber', '.', 'durante', 'período', 'reclamação', 'continuar', 'andamento', 'ainda', 'poder', 'interagir', 'empresa', 'meio', 'botão', 'interagir', 'fornecedor', '.', 'caso', 'avaliar', 'resposta', 'empresa', 'meio', 'botão', 'avaliar', 'resposta', 'fornecedor', 'reclamação', 'finalizar', '.', 'atenção', 'avaliar', 'reclamação', 'concluir', 'possível', 'interagir', 'empresa', 'alterar', 'avaliação', '.', 'caso', 'avaliar', 'reclamação', 'finalizar', 'automaticamente', 'sistema', 'considerar', 'resolvido', '.', 'deixar', 'avaliar', 'avaliação', 'importante', '.', 'informar', 'sobre', 'comportamento', 'empresa', 'contribuir', 'melhoria', 'ação', 'voltar', 'proteção', 'defesa', 'consumidor', '.']"
Banco do Brasil,"['nome', 'lista', 'prejuízo', 'afetar', 'negativamente', 'tempo', 'outro', 'instituição', 'financeiro', '.']"
Caixa Econômica Federal,"['mês', 'tentar', 'contato', 'caixa', 'remover', 'valor', 'cobrar', 'taxa', 'administrativo', 'valor', 'real', '.', 'pagar', 'desde', 'construção', 'apartamento', '.', 'falar', 'cancelar', 'agora', 'nada']"
Nubank,"['bom', 'tarde', 'gostar', 'realizar', 'negociação', 'débito', 'junto', '.', 'caso', 'negociar', 'todo', 'valor', 'pendente', 'futuro', '.', 'possível', 'negociação', 'quanta', 'parcela', 'máximo', 'somente', 'constar', 'app', 'juro', 'possível', 'redução', 'simulei', 'app', 'quase', 'juro', '.', 'gostar', 'contato', 'realizar', 'interação', 'atender', 'telefone', 'sempre', '.']"
Nubank,"['dívir', 'ano', 'atrapalhar', 'contratação', 'novo', 'crédito']"
Nubank,"['gostar', 'solicitar', 'descritivo', 'detalhar', 'evolução', 'divido']"
Caixa Econômica Federal,"['ano', 'tentar', 'conta', 'caixa', 'econômico', 'afim', 'criar', 'relacionamento', 'financiamento', 'apartamento', 'porém', 'menos', 'tentativa', 'abertura', 'conta', 'caixa', 'nunca', 'conseguir', 'conta', 'simples', '.', 'hoje', 'surpresa', 'acesso', 'registrato', 'descobri', 'conta', 'aberto', 'desde', 'jamais', 'comunicar', '.', 'gostar', 'receber', 'todo', 'dado', 'conta', 'assim', 'todo', 'relatório', 'conta', 'desde', 'abertura', '.', 'obrigar', '.']"
Banco Inter (Banco Intermedium),"['Banco', 'informar', 'valor', 'parcela', 'antecipar', 'paga', 'extrato', 'financeiro']"
Banco Inter (Banco Intermedium),"['cartão', 'atraso', 'meio', 'pandemia', '.', 'conseguir', 'negociar', 'flexibilidade', 'valor', 'grande', 'grande', '.', 'mil', '.', 'virar', 'dívida', '.']"
Banco Inter (Banco Intermedium),"['pagar', 'divida', 'desconto', 'banco', 'enviar', 'nome', 'scr', 'prejuízo', 'prejudicar', 'conseguir', 'credito', '.', 'banco', 'querer', 'fazer', 'acordo', 'comigo', 'poder', 'prejudicar', 'segundo', 'entendimento', 'stj', '.', 'solicitar', 'imediato', 'retirada', 'nome', 'sob', 'risco', 'processo', '.']"
Nubank,"['dívida', 'inicialmente', 'cartão', 'crédito', 'hoje', 'outubro', 'condição', 'pagar', 'valor', 'gostar', 'negociação', 'diminuir', 'valor', '.']"
Banco do Brasil,"['tentar', 'realizar', 'parcelamento', 'fatura', 'terminal', 'agência', 'físico', 'sucesso', '.', 'gostar', 'opção', 'disponibilizar', 'terminal', 'poder', 'parcelar', 'fatura', 'gerar', 'juro', 'poder', 'organizar', 'pagamento', '.']"
Nubank,"['preciso', 'descritivo', 'evolução', 'divido', 'vista', 'gastar', 'r', 'banco', 'alegar', 'devar', 'r', 'querer', 'paguir', 'juro', 'agiotagem', '.', 'nao', 'aceitar', 'negociar', 'r', '.']"
Banco Santander,"['duver', 'sobre', 'nome', 'internamente']"
Banco do Brasil,"['gostar', 'demonstrativo', 'evolução', 'dívida']"
Banco do Brasil,"['acesso', 'informação', 'detalhadas', 'empréstimo', '.', 'gostar', 'saber', 'quanto', 'peguei', 'crédito', 'quanto', 'paguei', 'quanto', 'valor', 'juros', 'preciso', 'descritivo', 'evolução', 'dívida', 'abaixo', 'relacionar', '.', 'número', 'operação']"
Nubank,"['preciso', 'descritivo', 'evolução', 'dívida', '.']"
Nubank,"['divida', 'banco', 'nubankr', 'acordo', 'feirao', 'serasa', 'nome', 'dado', 'aprecer', 'aba', 'prejuízo', 'registrato', 'gostar', 'apenas', 'retirar', 'acordo', 'pagar', 'atraso', '.']"
Mercado Pago,"['fazer', 'acordo', 'divida', 'mercado', 'pagar', 'dado', 'aparecer', 'aba', 'prejuízo', 'prejudicar', 'score', 'gostar', 'pedir', 'retirada', 'valor', 'registrato', '.']"
Caixa Econômica Federal,"['prezar', 'solicitei', 'termo', 'quitação', 'através', 'app', 'habitação', 'entregar', 'pendente', 'correção', 'conta', 'nota', 'exigência', 'n.º', 'apresentar', 'cartorio', 'registro', 'imovel', 'anexo', 'marília', 'sp', 'conforme', 'anexo', '.', 'maneira', 'resumir', 'caixa', 'dever', 'informar', 'termo', 'quitação', 'conforme', 'norma', 'serviço', 'corregedoria', 'geral', 'justiça', 'São', 'Paulo', 'capítulo', 'xx', 'item', 'caso', 'cédula', 'cci', 'emitido', 'forma', 'cartular', 'bastar', 'quitação', 'outorgar', 'credor', 'cártula', 'caso', 'declaração', 'extraviar', 'ocorrer', 'cessão', 'crédito', '.', 'acordo', 'termo', 'quitação', 'caixa', 'autorização', 'cancelamento', 'averbação', 'cci', 'aludido', 'cci', 'objeto', 'comercialização', 'transferência', 'terceiro', 'porém', 'declaração', 'cci', 'extraviar', '.']"
Mercado Pago,"['saber', 'exatamente', 'porque', 'fazer', 'tempo', 'conta', 'suspender', 'mercado', 'livre', 'mercado', 'pagar', 'lá', 'formulário', 'encaminhar', 'caso', 'considerar', 'injusto', 'suspensão', 'enviei', 'formulário', 'várias', 'vez', 'nunca', 'obtiver', 'resposta', 'ver', 'nada', 'descumprir', 'diretriz', 'plataforma', 'achar', 'injusto', 'suspender', 'sequer', 'advertência', 'algum', 'coisa', 'descumprir', 'achar', 'mínimo', 'mercado', 'pagar', 'dever', 'fazer', 'avisar', 'chance', 'explicar', 'simplesmente', 'advertir', 'caso', 'acontecer', 'novamente', 'aí', 'sim', 'suspensãoma', 'forma', 'tudo', 'acontecer', 'prejudicar', 'bastante', 'usar', 'bastante', 'servico', 'mercado', 'livre', 'movimentar', 'bastante', 'conta', 'mercado', 'pagar', 'contar', 'cartão', 'crédito', 'lá', 'usar', 'sempre', '.']"
Nubank,"['prezar', 'escrever', 'solicitar', 'esclarecimento', 'sobre', 'saldo', 'devedor', 'empréstimo', 'junto', 'banco', '.', 'valor', 'inicial', 'empréstimo', 'r', 'atualmente', 'saldo', 'devedor', 'r', '.', 'gostar', 'entender', 'detalhadamente', 'evolução', 'dívida', 'incluir', 'todo', 'juro', 'aplicar', 'multa', 'qualquer', 'outro', 'cobrança', 'envolver', '.', 'agradeço', 'antecipadamente', 'atenção', 'aguardo', 'resposta', 'urgente', 'possar', 'resolver', 'questão', 'rápido', 'possível', '.']"
Nubank,"['juro', 'exorbitante', 'fatura', 'cartão', 'crédito', 'fazer', 'parcelamento', 'automatico', 'fatura', 'autorização', 'onde', 'gerar', 'pagamento', 'cada', 'vez', 'juro', 'grande', 'grande', '.', 'divir', 'inicial', 'volta', 'hoje', 'quase']"
Banco do Brasil,"['pagar', 'dívida', 'desconto', 'banco', 'enviar', 'nome', 'pro', 'scr', 'prejuízo', 'prejudicar', 'conseguir', 'crédito', '.', 'banco', 'querer', 'fazer', 'acordo', 'comigo', 'poder', 'prejudicar', 'segundo', 'entendimento', 'stj', '.', 'solicitar', 'imediato', 'retirada', 'nome', '.']"
Nubank,"['atrasar', 'banco', 'cobrar', 'impossibilitar', 'pagar', 'conta', 'juros', 'embutido', '.', 'percebo', 'juro', 'acima', 'média', 'Banco', 'central', 'evolução', 'dívida', '.', 'solicitar', 'correção', 'dívida', 'pagar', 'débito', '.']"
Banco do Brasil,"['ano', 'tentar', 'conta', 'bb', 'empresa', 'apresentei', 'algum', 'documento', 'falar', 'época', 'conseguir', 'validação', 'documento', 'posteriormente', 'trabalhar', 'prestadora', 'terceirizar', 'agencia', 'bb', 'pedir', 'pessoal', 'verificar', 'porque', 'conseguir', 'conta', '.', 'falar', 'bloqueio', 'interno', 'banco', 'usar', 'documentação', 'falso', 'porém', 'atendente', 'olhar', 'dizer', 'conseguir', 'validar', 'documentação', 'banco', 'central', 'porque', 'colocar', 'errar', 'sistema', 'engano', 'escrita', 'nome', 'so', 'conseguir', 'resolver', 'agencia', 'fazer', 'retornei', 'mexer', 'lá', 'moral', 'história', 'hoje', 'nada', 'acabar', 'tentar', 'conta', 'conseguir', '.', 'peço', 'celeridade', 'caso', 'questão', 'época', 'lembro', 'passar', 'grande', 'constrangimento', 'além', 'tempo', 'perder', 'ainda', 'bem', 'empresa', 'aceitar', 'época', 'conta', 'Caixa', 'econômico', '.']"
Banco do Brasil,"['Banco', 'Brasil', 'negativar', 'nome', 'órgão', 'proteção', 'credito', 'beleza', 'tudo', 'certo', 'procur', 'agencia', 'cidade', 'solucionar', 'problema', 'querer', 'pagar', 'conta', 'prejudicar', 'todo', 'sentido', 'agencia', 'alegar', 'divida', 'programa', 'desenrolar', 'Brasil', 'maioria', 'divida', 'acordo', 'desenrola', 'Brasil', 'pago', 'outro', 'instituição', 'ainda', 'constar', 'dívida', 'bb', 'real', 'programa', 'acabar', 'fazer', 'nada', 'banco', 'alegar', 'divida', 'entro', 'contato', 'programa', 'desenrolar', 'Brasil', 'aparecer', 'aviso', 'dizer', 'banco', 'entrar', 'contato', 'comigo', 'jogar', 'pro', 'outro', 'cada', 'passar', 'lezado', 'ainda', 'fazer', 'nada', 'causa', 'divida', 'querer', 'pagar', 'consigo', 'ninguém', 'resolver', '.']"
C6 Bank,"['preciso', 'descritivo', 'evolução', 'dívida', '.']"
Nubank,"['pagar', 'dívida', 'desconto', 'banco', 'enviar', 'nome', 'pro', 'scr', 'prejuízo', 'prejudicar', 'conseguir', 'crédito', '.', 'banco', 'querer', 'fazer', 'acordo', 'comigo', 'poder', 'prejudicar', 'segundo', 'entendimento', 'stj', '.', 'solicitar', 'imediato', 'retirada', 'nome', 'sob', 'incisão', 'processo', 'dano', 'moral', '.', 'sistema', 'informação', 'crédito', 'Banco', 'central', 'Brasil', 'scr', 'possuir', 'natureza', 'cadastro', 'restritivo', 'crédito', 'tal', 'inclusão', 'ear', 'manutenção', 'indevido', 'consumidor', 'passível', 'gerar', 'dano', 'moral', '.']"
Caixa Econômica Federal,"['cobrar', 'mensalmente', 'conta', 'corrente', 'valor', 'r', 'real', 'titulo', 'deb', 'cesta', '.', 'serviço', 'nunca', 'contratar', '.']"
Caixa Econômica Federal,"['trabalho', 'prefeitura', 'almirante', 'tamandaré', 'pr', 'fim', 'mês', 'agosto', 'funcionário', 'conta', 'caixa', 'partir', 'outubro', 'iríamos', 'receber', 'banco', 'pagamento', '.', 'solicitar', 'conta', 'salário', 'solicitar', 'portabilidade', 'outro', 'banco', '.', 'salário', 'cair', 'portabilidade', 'porém', 'olhei', 'extrato', 'Banco', 'ver', 'cobrar', 'cesta', 'serviço', 'contratar', '.', 'pagar', 'valor', '.', 'liguar', 'agência', 'falar', 'erro', 'sistema', '.', 'conta', 'corrente', 'gerar', 'cobrança', 'devido', 'parceria', 'prefeitura', '.', 'atendente', 'dizer', 'poder', 'resolver', 'pessoalmente', 'agência', '.', 'perguntar', 'sistema', 'poder', 'errar', 'assim', 'sistema', 'conseguir', 'colocar', 'pedir', 'porque', 'conseguir', 'retirar', 'cobrança', 'vio', 'online', 'cobrança', 'indevido', 'fazer', 'conta', 'fique', 'negativo', 'poder', 'nome', 'sujo', 'problema', 'futuro', 'conta', 'erro', 'banco', '.', 'coloquei', 'reclamação', 'opção', 'contratounão', 'comprar', 'solicitação', 'cesta', 'serviço', '.', 'querer', 'conta', 'cobrança', 'receber', 'salário', '.']"
Banco do Brasil,"['preciso', 'descritivo', 'evolução', 'divido']"
Banco do Brasil,"['preciso', 'descritivo', 'dívida', '.', 'valor', 'cobrar', 'alto', '.', 'querer', 'quitar', 'negociação', '.']"
Banco Inter (Banco Intermedium),"['cliente', 'novo', 'banco', 'inter', 'desejo', 'utilizar', 'plataforma', 'investimento', 'Banco', 'home', 'Broker', 'realizar', 'investimento', '.', 'cadastro', 'completo', 'realizeir', 'perfil', 'investidor', 'aprovar', 'porém', 'tentar', 'acessar', 'plataforma', 'tentar', 'realizar', 'qualquer', 'investimento', 'exibir', 'alertar', 'acesso', 'home', 'broker', 'processamento', 'útil', 'liberar', '.', 'fazer', 'cadastro', 'hoje', 'ainda', 'liberar', '.', 'passar', 'útil', '.', 'continuar', 'liberação', 'acesso', 'plataforma', 'investimento', '.', 'transferi', 'dinheiro', 'conta', 'parado', 'render', '.', 'início', 'relacionamento', 'banco', 'começar', 'maneira', 'negativo', '.']"
Banco Bradesco,"['reclamaçãor', 'contra', 'banco', 'bradesco', 'débito', 'indevido', 'falha', 'caixa', 'eletrônico', 'solicitação', 'ressarcimento', 'adicional', 'gostar', 'registrar', 'insatisfação', 'indignação', 'falha', 'ocorrer', 'caixa', 'eletrônico', 'agência', 'bradesco', 'Boulevard', 'ag', 'documento', 'localizar', 'secretaria', 'Municipal', 'saúde', 'Manaus', 'av', '.', 'maceió', 'adrianópoli', 'manaus', 'am', '.', 'volta', 'tentar', 'realizar', 'saque', 'valor', 'r', 'devido', 'erro', 'operacional', 'valor', 'debitar', 'conta', 'nota', 'disponibilizar', 'retirada', '.', 'situação', 'causar', 'grave', 'transtorno', 'privação', 'indevido', 'dinheiro', 'configurar', 'dano', 'financeiro', 'emocional', '.', 'detalhe', 'ocorrer', 'durante', 'transação', 'caixa', 'eletrônico', 'exibir', 'mensagem', 'operação', 'realizar', 'demor', 'retirar', 'nota', 'embora', 'cédula', 'liberar', '.', 'verificar', 'saldo', 'outro', 'terminal', 'constatar', 'valor', 'r', 'debitar', 'apesar', 'retirar', 'montante', '.', 'procur', 'posto', 'serviço', 'bradesco', 'fechar', 'devido', 'horário', 'funcionamento', '.', 'atender', 'funcionária', 'ainda', 'presente', 'local', 'orientar', 'verificar', 'saldo', 'noite', 'confirmar', 'valor', 'estornar', 'automaticamente', '.', 'caso', 'problema', 'persistir', 'orientar', 'retornar', 'formalizar', 'pedido', 'análise', '.', 'seguir', 'orientação', 'posto', 'serviço', 'bradesco', 'hoje', '.', 'atendente', 'informar', 'entrada', 'pedido', 'verificação', 'transação', 'junto', 'agência', 'bradesco', 'Boulevard', 'ag', 'ressaltar', 'procedimento', 'poder', 'levar', 'sete', 'concluir', '.', 'solicitar', 'comprovante', 'formal', 'reclamação', 'informar', 'banco', 'poder', 'fornecer', 'qualquer', 'comprovante', 'momento', 'agrar', 'ainda', 'sentimento', 'insegurança', 'descaso', '.']"
Caixa Econômica Federal,"['renegociei', 'cartão', 'questão', 'parcela', 'chegar', 'caixa', 'reconhecer', 'pagamento', 'aviso', 'prévio', 'cancelar', 'renegociação', 'entrar', 'contato', 'cartão', 'nº', 'protocolo', 'atendente', 'informar', 'cancelar', 'renegociação', 'porém', 'constar', 'pagamento', 'sistema', 'sistema', 'erro', 'acontecer', 'outro', 'cliente', 'normalizar', 'poder', 'continuar', 'pagar', 'parcelamento', 'contudo', 'serasa', 'informar', 'nome', 'negativar', 'suposto', 'dívida', '.', 'entrar', 'novamente', 'contato', 'gerar', 'nº', 'protocolo', 'confirmar', 'atendente', 'anterior', 'falo', 'pedir', 'enviar', 'email', 'comprovante', 'pagamento', 'analisar', 'caso', 'retornar', 'porém', 'nada', 'fazer', 'ligo', 'obtenhar', 'resposta', 'numero', 'protocolo', 'querer', 'fazer', 'novo', 'renegociação', 'pagar', 'hoje', 'renegociação', 'regularmente', '.', 'seguir', 'anexo', 'comprovante', 'pagamento', 'email', '.']"
